Year,Material
1778,Oil on can
1778,Etching an
1778,Pen and gr
1778,Red chalk 
1778,Etching
1778,Etching
1778,Etching an
1778,Etching
1778,Etching an
1778,Etching [w
1778,Etching an
1778,Etching
1778,Etching
1778,Etching
1778,Graphite
1778,Etching an
1778,Etching
1778,Roulette a
1779,Plaster
1779,Etching an
1779,Transfer t
1779,Etching an
1779,Gouache an
1779,Engraving 
1779,Aquatint a
1779,Mezzotint
1779,Pen and br
1779,Etching
1779,Etching an
1779,Etching an
1779,Color aqua
1779,Etching
1780,Graywacke
1780,Etching
1780,Graphite o
1780,Pen and bl
1780,Pen and br
1780,Etching an
1780,Black chal
1780,Chiaroscur
1780,Etching an
1780,Etching
1780,Gray wash 
1780,Pen and br
1780,Graphite
1780,Aquatint i
1780,Etching
1780,Pen and bl
1780,Black and 
1780,Oil on can
1780,Graphite
1780,Gouache ov
1780,Etching
1780,Etching
1780,Pen and bl
1780,Pen and bl
1780,Pen and in
1780,4-color aq
1780,Etching an
1780,Brush with
1780,Brush with
1780,Black chal
1780,Oil on can
1780,Brush with
1780,Stipple en
1780,Etching
1781,Etching an
1781,Etching on
1781,Chiaroscur
1781,Transfer t
1781,Chiaroscur
1781,Pen and br
1781,Oil on can
1782,Etching
1782,Stipple en
1782,Portfolio 
1782,Transfer t
1782,Etching
1782,Aquatint a
1782,Transfer t
1782,Etching
1782,Aquatint a
1782,Transfer t
1782,Etching
1782,Mezzotint 
1782,Black chal
1782,Chiaroscur
1782,Terracotta
1782,Transfer t
1782,Brush and 
1782,Aquatint a
1782,Aquatint a
1782,4-color aq
1782,Transfer t
1782,Aquatint a
1783,Oil on can
1783,Engraving
1783,Hand-color
1783,Etching an
1783,Engraving 
1783,Oil on can
1783,Pen and gr
1783,Etching
1783,Pen and gr
1784,Etching
1784,Etching
1784,Etching
1784,Etching
1784,Etching
1784,Etching
1784,Etching
1784,Etching
1784,Etching
1784,Etching an
1784,Etching
1784,Engraving
1784,Hand-color
1784,Etching
1784,Etching
1784,Etching an
1784,Etching an
1784,Hand-color
1784,Transfer t
1784,Etching
1784,Oil on can
1784,Etching an
1784,Etching
1785,Oil on can
1785,Gouache on
1785,Etching
1785,Etching
1785,Oil on can
1785,Hand-color
1785,Wash manne
1785,Pen and br
1785,Pen and br
1785,Wash manne
1785,Etching an
1785,Hand-color
1786,Marble
1786,Etching an
1786,Black chal
1786,Oil on can
1786,Etching an
1786,Aquatint a
1786,Pen and bl
1786,Pen and bl
1786,Etching
1786,Hand-color
1786,Engraving 
1786,Marble
1787,Etching an
1787,Mezzotint 
1787,Engraving
1787,Oil on can
1787,Oil on can
1787,Black chal
1787,Etching an
1787,Oil on can
1787,Oil on can
1787,Pen and br
1787,Pen and br
1787,Hand-color
1788,Mezzotint 
1788,Color aqua
1788,Color stip
1789,Color aqua
1789,Color aqua
1789,Etching an
1789,Hand-color
1789,Oil on woo
1789,Hand-color
1789,Stipple an
1789,Etching an
1789,Mezzotint 
1789,Etching an
1789,Etching an
1789,Hand-color
1790,Ink and pi
1790,Stipple en
1790,Etchings a
1790,Oil on can
1790,Etching an
1790,Watercolor
1790,Pastel on 
1790,Etching
1790,Oil on can
1790,Etching wi
1790,Pen and in
1790,Black chal
1790,Watercolor
1790,Pastel on 
1790,Pen and bl
1790,Oil on can
1790,Mezzotint
1790,Watercolor
1790,Watercolor
1791,Etching
1791,Etching
1791,Gray wash 
1791,Hand-color
1791,Etching an
1791,Hand-color
1791,Black chal
1791,Hand-color
1791,Hand-color
1792,Etching on
1792,Etching on
1792,Etching on
1792,Etching on
1792,Aquatint i
1792,Pastel wit
1792,Etching an
1793,Etching on
1793,Etching [u
1793,Relief etc
1793,Oil on can
1793,Etching on
1793,Engraving
1793,Graphite
1793,Etching on
1793,Etching in
1793,Etching on
1793,Etching on
1793,Etching
1793,Etching
1793,Engraving
1793,Etching on
1793,Etching on
1793,Etching on
1793,Etching
1793,Color stip
1794,Relief etc
1794,Etching on
1794,Etching on
1794,Etching on
1794,Etching on
1794,Etching on
1794,Etching on
1794,Color-prin
1794,Etching
1794,Etching an
1794,Etching
1794,Etching on
1794,Etching wi
1794,Etching on
1794,Graphite a
1794,Etching on
1795,Pen and gr
1795,Color stip
1795,Color aqua
1795,Pen and gr
1795,Oil on can
1795,Colored st
1795,Etching on
1795,Etching on
1795,Etching on
1795,Color stip
1795,Etching on
1795,Pen and bl
1795,Gray wash 
1795,Etching on
1795,Etching on
1795,Pen and bl
1795,Color aqua
1796,Etching (2
1796,Brush and 
1796,Engraving 
1796,Etching on
1796,Color stip
1796,Pen and br
1796,Relief etc
1797,Etching on
1797,Watercolor
1797,Mezzotint 
1797,Graphite o
1797,Etching
1797,Pen and br
1798,Engraving 
1798,Etching on
1798,Etching
1798,Oil on can
1798,Engraving 
1799,Etching
1799,Watercolor
1799,Etching re
1799,Etching an
1799,Graphite
1799,Tempera on
1799,Oil on can
1799,Stipple en
1799,Mezzotint 
1799,Etching
1800,Oil on can
1800,Oil on can
1800,Pastel on 
1800,Graphite w
1800,Oil on can
1800,Pen and gr
1800,Brush and 
1800,Pastel on 
1800,Oil on can
1800,Black chal
1800,Etching
1800,Black chal
1800,5 works bo
1800,Pen and br
1800,Mezzotint
1800,Wood engra
1800,Stipple en
1800,Black chal
1800,Black chal
1800,Etching (3
1800,Hand-color
1800,Brush and 
1800,Oil on can
1801,Oil on can
1801,Graphite
1801,Engraving 
1801,Hand-color
1801,Pen and bl
1801,Watercolor
1801,Etching
1802,Engraving 
1802,Pen-and-tu
1802,Pen-and-tu
1802,Mezzotint 
1803,Engraving
1803,Engraving
1803,Pen-and-tu
1803,Engraving
1803,Color aqua
1803,Pen-and-tu
1803,Graphite o
1803,Pen-and-tu
1803,Pen and br
1803,Engraving
1803,Pen-and-tu
1803,Engraving
1803,Pen-and-tu
1803,Engraving
1804,Crayon lit
1804,Graphite
1804,Oil on can
1804,Graphite
1804,Oil on can
1804,Pen-and-tu
1804,1 vol: ill
1804,Pen-and-tu
1804,Stipple en
1804,Hand-color
1805,Pen and in
1805,Engraving 
1805,Graphite o
1805,Etching on
1805,Lithograph
1805,Color mezz
1805,Aquatint a
1806,Oil on can
1806,Oil on can
1806,Hand-color
1807,Pen and bl
1807,Etching
1807,Watercolor
1807,Pen-and-tu
1807,Hand-color
1807,Etching
1807,Etching an
1807,Graphite o
1808,Color etch
1808,Hand-color
1808,Hand-color
1808,Stipple en
1808,Etching an
1808,Oil on woo
1808,Hand-color
1808,Etching
1808,Engraving 
1808,Pen and bl
1808,Chiaroscur
1808,Etching an
1808,Hand-color
1808,Etching an
1808,Hand-color
1808,Pen and bl
1809,Watercolor
1809,Pen and br
1809,Graphite o
1809,Etching an
1809,Pen and in
1809,Engraving
1810,Hand-color
1810,Black and 
1810,Hand-color
1810,Pen and bl
1810,Etching
1810,Etching
1810,Graphite a
1810,Etching
1810,Pen and bl
1810,Oil on can
1810,Pen and bl
1810,Pen and bl
1811,Hand-color
1811,Etching
1811,Lithograph
1811,Hand-color
1811,Oil on can
1811,Hand-color
1811,Pen and gr
1811,Etching an
1811,Etching an
1811,Etching
1812,Oil on can
1812,Hand-color
1812,Etching
1812,Etching
1812,Pen and tu
1812,Etching
1812,Etching an
1812,Etching
1812,Relief etc
1812,Etching an
1812,Etching
1813,Oil on pap
1813,Ink
1813,Graphite a
1813,Etching on
1813,Watercolor
1813,Oil on can
1814,Oil on can
1814,Oil on can
1814,Oil on woo
1814,Black chal
1814,Etching
1814,Pen and bl
1814,Pen and bl
1814,Hand-color
1815,Oil on pan
1815,Pen and gr
1815,Pen and br
1815,Charcoal a
1815,Pen and br
1815,Oil on can
1815,Oil on woo
1815,Etching an
1815,Hand-color
1815,Watercolor
1815,Graphite w
1815,Etching an
1815,Graphite h
1815,Graphite o
1816,Marble
1816,Etching an
1816,Etching
1816,Etching on
1816,Oil on can
1816,Etching
1816,Etching
1816,Etching
1816,Etching
1816,Pen and bl
1816,Brown wash
1816,Etching an
1816,Lithograph
1816,Watercolor
1816,Etching
1816,Etching
1816,Lead
1816,Etching
1816,Etching an
1816,Etching
1816,Etching
1816,Etching
1816,Etching
1816,Etching
1816,Etching an
1816,Etching
1817,Oil on pap
1817,Lithograph
1817,Line and s
1817,Lithograph
1817,Etching
1817,Lithograph
1817,Etching
1817,Etching on
1817,Pen and br
1817,Lithograph
1817,Lithograph
1817,Etching
1818,Oil on can
1818,Lithograph
1818,Etching on
1818,Oil on can
1818,Lithograph
1818,Graphite o
1818,Lithograph
1818,Lithograph
1819,Oil on can
1819,Oil on can
1819,Etching
1819,Watercolor
1819,Graphite a
1819,Etching an
1819,Etching an
1820,Pen and br
1820,Black chal
1820,Brown wash
1820,Ornamental
1820,Graphite a
1820,Hand-color
1820,Oil paint 
1820,Lithograph
1820,Crayon-man
1820,Graphite o
1820,Graphite a
1820,Pen and gr
1820,Pen and bl
1820,Black chal
1820,Black chal
1820,Black chal
1820,Oil on can
1821,Wood engra
1821,Lithograph
1821,Graphite o
1821,Lithograph
1821,Wood engra
1821,Graphite o
1821,Watercolor
1821,Lithograph
1821,Lithograph
1821,Pen and bl
1821,Pen and in
1821,Hand-color
1822,Lithograph
1822,Lithograph
1822,Lithograph
1822,Watercolor
1822,Graphite o
1822,Graphite a
1822,Color lith
1822,Lithograph
1822,Charcoal a
1822,Lithograph
1822,Lithograph
1822,Charcoal a
1822,Etching
1822,Lithograph
1823,Lithograph
1823,Pen and gr
1823,Lithograph
1823,Lithograph
1823,Oil on can
1823,Crayon lit
1823,Etching an
1823,Lithograph
1824,Lithograph
1824,Lithograph
1824,Black chal
1824,Watercolor
1824,Graphite o
1824,Portfolio 
1824,Lithograph
1824,Lithograph
1824,Etching an
1825,Opaque wat
1825,Engraving
1825,Engraving 
1825,Oil on can
1825,Engraving 
1825,Pen and gr
1825,Graphite o
1825,Brush and 
1825,Engraving
1825,Engraving 
1825,Pen and br
1825,Oil on pap
1825,Engraving
1825,Engraving 
1825,Etching on
1825,Engraving
1825,Engraving 
1825,Engraving 
1825,Lithograph
1825,Engraving 
1825,Lithograph
1825,Lithograph
1825,Engraving
1825,Engraving 
1825,Lithograph
1825,Engraving 
1825,Oil on can
1825,Engraving
1825,Watercolor
1826,Oil on pap
1826,Etching on
1826,Oil on can
1826,Lithograph
1826,Graphite w
1826,Lithograph
1826,Pen and br
1826,Lithograph
1826,Lithograph
1826,Pen and br
1826,Etching on
1826,Lithograph
1826,Etching wi
1827,Oil on can
1827,Oil on can
1827,Engraving 
1827,Lithograph
1827,Graphite o
1827,Engraving 
1827,Lithograph
1827,Pen and bl
1827,Pen and br
1827,Lithograph
1827,Graphite a
1827,Engraving 
1828,Etching
1828,Pen and re
1828,Pen and br
1828,Oil on pap
1828,Graphite o
1828,Graphite o
1828,Pen and br
1828,Graphite o
1828,Lithograph
1828,Oil on pap
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Hand-color
1829,Lithograph
1829,Hand-color
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Graphite o
1829,Hand-color
1829,Lithograph
1829,Mezzotint 
1829,Mezzotint 
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Lithograph
1829,Lithograph
1830,Oil on can
1830,Oil on can
1830,Mezzotint 
1830,Mezzotint 
1830,Oil on can
1830,Mezzotint 
1830,Lithograph
1830,Mezzotint 
1830,Mezzotint 
1830,Etching on
1830,Graphite w
1830,Lithograph
1830,Lithograph
1830,Lithograph
1830,Watercolor
1830,Black chal
1830,Etching on
1830,Mezzotint 
1830,Mezzotint 
1830,Watercolor
1830,Hand-color
1830,Oil on pap
1830,Lithograph
1830,Pen and bl
1830,Watercolor
1830,Oil on pap
1830,Mezzotint 
1830,Mezzotint 
1830,Pencil and
1830,Watercolor
1830,Etching on
1830,Mezzotint 
1830,Black chal
1830,Oil on pap
1830,Hand-color
1831,Mezzotint 
1831,Complete s
1831,Oil on woo
1831,Mezzotint 
1831,Pencil and
1831,Lithograph
1831,Pen and bl
1831,Hand-color
1831,Lithograph
1831,Color aqua
1831,Wood engra
1831,Graphite o
1831,Hand-color
1831,Lithograph
1831,Hand-color
1831,Oil on can
1831,Mezzotint 
1832,Etching
1832,Lithograph
1832,Lithograph
1832,Graphite w
1832,Mezzotint 
1832,Bronze
1832,Pen and br
1832,Bronze
1832,Bronze
1832,Oil on can
1832,Hand-color
1833,Etching
1833,Etching on
1833,Lithograph
1833,Oil on can
1833,Etching
1833,Lithograph
1833,Etching
1833,Etching
1833,Pen and ir
1833,Lithograph
1833,Lithograph
1834,Oil on can
1834,Oil on can
1834,Bronze
1834,Etching an
1834,Lithograph
1834,Lithograph
1834,Lithograph
1834,Etching on
1834,Lithograph
1834,Lithograph
1834,Lithograph
1834,Lithograph
1834,Lithograph
1834,Lithograph
1834,Lithograph
1834,Lithograph
1834,Lithograph
1835,Lithograph
1835,Lithograph
1835,Lithograph
1835,Lithograph
1835,Hand-color
1835,Oil on pap
1835,Oil on can
1835,Lithograph
1835,Lithograph
1835,Lithograph
1836,Lithograph
1836,Oil on can
1836,Hand-color
1836,Hand-color
1836,Lithograph
1836,Lithograph
1836,Lithograph
1836,Lithograph
1836,Lithograph
1836,Hand-color
1836,Hand-color
1836,Hand-color
1836,Hand-color
1836,Hand-color
1836,Hand-color
1836,Lithograph
1836,Plaster
1837,Brush and 
1837,Hand-color
1837,Oil on can
1837,Watercolor
1837,Stipple en
1838,Etching on
1838,Lithograph
1838,Lithograph
1838,Etching on
1838,Watercolor
1838,Etching on
1838,Lithograph
1838,Etching on
1838,Drawing on
1838,Lithograph
1838,Pen and br
1838,Lithograph
1838,Etching on
1838,Etching on
1838,Etching on
1838,Oil on can
1838,Lithograph
1838,Oil on can
1839,Oil on can
1839,Oil on can
1839,Crayon lit
1839,Lithograph
1839,Crayon lit
1839,Watercolor
1839,Lithograph
1839,Crayon lit
1839,Etching on
1839,Crayon lit
1839,Lithograph
1839,Crayon lit
1839,Color lith
1839,Oil on can
1839,Crayon lit
1839,Lithograph
1839,Lithograph
1839,Color lith
1839,Lithograph
1839,Pen and br
1839,Crayon lit
1839,Pen and br
1839,Lithograph
1839,Crayon lit
1839,Lithograph
1839,Lithograph
1840,Cyanotype
1840,Salted pap
1840,Lithograph
1840,Black cray
1840,Oil on can
1840,Etching
1840,Watercolor
1840,Lithograph
1840,Etching on
1840,Oil on can
1840,Etching
1840,Oil on can
1840,Lithograph
1840,Oil on can
1840,Oil on can
1840,Lithograph
1840,Graphite
1840,Complete s
1840,Oil on can
1840,Etching wi
1840,Etching wi
1840,Etching
1840,Etching
1840,Etching an
1840,Etching wi
1840,Etching on
1840,Black chal
1840,Etching wi
1841,Watercolor
1841,Black chal
1841,Lithograph
1841,Lithograph
1841,Watercolor
1841,Lithograph
1841,Bronze
1841,Graphite a
1841,Etching on
1841,Lithograph
1841,Lithograph
1841,Lithograph
1841,Lithograph
1841,Lithograph
1841,Lithograph
1841,Lithograph
1842,Lithograph
1842,Lithograph
1842,Lithograph
1842,Lithograph
1842,Lithograph
1842,Lithograph
1842,Charcoal a
1842,Oil on can
1842,Watercolor
1842,Lithograph
1842,Lithograph
1842,Lithograph
1842,Watercolor
1842,Graphite w
1843,Bronze wit
1843,Lithograph
1843,Salted pap
1843,Salted pap
1843,Lithograph
1843,Oil on can
1843,Lithograph
1843,Lithograph
1843,Bronze
1844,Calotype
1844,Oil on can
1844,Lithograph
1844,Lithograph
1844,Lithograph
1844,Stone engr
1844,Lithograph
1844,Lithograph
1844,Lithograph
1844,Lithograph
1844,Lithograph
1844,Lithograph
1844,Lithograph
1844,Pen and in
1844,Lithograph
1844,Lithograph
1844,Lithograph
1844,Lithograph
1844,Lithograph
1844,Salted pap
1844,Lithograph
1845,Oil on can
1845,Oil on can
1845,Oil on can
1845,Oil on can
1845,Oil paint 
1845,Lithograph
1845,Lithograph
1845,Etching
1845,Etching
1845,Oil on can
1845,Paper nega
1845,Lithograph
1845,Lithograph
1845,Salted pap
1845,Lithograph
1845,Lithograph
1845,Lithograph
1845,Watercolor
1845,Etching
1845,Lithograph
1845,Lithograph
1845,Etching on
1845,Etching on
1845,Lithograph
1845,Lithograph
1845,Lithograph
1845,Salted pap
1845,Lithograph
1845,Engraving 
1845,Lithograph
1845,Etching on
1845,Lithograph
1845,Etching on
1845,Lithograph
1845,Lithograph
1845,Lithograph
1845,Etching
1846,Lithograph
1846,Lithograph
1846,Lithograph
1846,Lithograph
1846,Lithograph
1846,Lithograph
1846,Lithograph
1846,Lithograph
1846,Lithograph
1846,Lithograph
1846,Graphite a
1846,Lithograph
1846,Lithograph
1846,Hand-color
1846,Lithograph
1846,Lithograph
1847,Drypoint o
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Oil on can
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Sepia and 
1847,Lithograph
1847,Lithograph
1847,Graphite a
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Oil on can
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1847,Lithograph
1848,Bronze
1848,Oil on fab
1848,Etching
1848,Lithograph
1848,Lithograph
1848,Lithograph
1848,Pastel and
1848,Oil on can
1848,Lithograph
1848,Lithograph
1848,Lithograph
1848,Graphite w
1848,Lithograph
1848,Lithograph
1848,Lithograph
1848,Drypoint o
1849,Oil on can
1849,Lithograph
1849,Lithograph
1849,Pen and br
1849,Lithograph
1849,Wood engra
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Lithograph
1849,Bronze
1849,Lithograph
1849,Etching on
1849,Lithograph
1849,Etching on
1849,Oil on can
1849,Lithograph
1849,Lithograph
1849,Wood engra
1849,Lithograph
1849,Lithograph
1849,Wood engra
1849,Lithograph
1849,Typeset pr
1849,Brush and 
1850,Graphite o
1850,Albumen pr
1850,Lithograph
1850,Graphite o
1850,Etching
1850,Lithograph
1850,Oil on can
1850,Lithograph
1850,Hand-color
1850,Lithograph
1850,Lithograph
1850,Albumen pr
1850,Etching
1850,Etching on
1850,Graphite h
1850,Lithograph
1850,Lithograph
1850,Hand-color
1850,Albumen pr
1850,Oil on can
1850,Gouache an
1850,Etching
1850,Salted pap
1850,Albumen pr
1850,Albumen pr
1850,Lithograph
1850,Daguerreot
1850,Etching an
1850,Lithograph
1850,Lithograph
1850,Salted pap
1850,Cyanotype
1850,Oil on can
1851,Bronze and
1851,Oil on can
1851,Lithograph
1851,Etching an
1851,Lithograph
1851,Black chal
1851,Soft-groun
1851,Lithograph
1851,Salted pap
1851,Lithograph
1852,Etching
1852,Oil on can
1852,Lithograph
1852,Lithograph
1852,Lithograph
1852,Lithograph
1852,Etching on
1852,Lithograph
1852,Lithograph
1852,Silver pri
1852,Etching on
1852,Salted pap
1852,Salted pap
1852,Lithograph
1852,Salted pap
1852,Lithograph
1852,Etching on
1852,Etching
1852,Lithograph
1853,Etching
1853,Lithograph
1853,Salted pap
1853,Salted pap
1853,Cliche-ver
1853,Etching on
1853,Cliche-ver
1853,Bronze
1853,Oil on can
1853,Etching on
1853,Salted pap
1853,Cliche-ver
1853,Graphite h
1854,Oil on can
1854,Etching on
1854,Etching in
1854,Etching in
1854,Etching
1854,Lithograph
1854,Etching
1854,Albumen pr
1854,Lithograph
1854,Oil on can
1854,Graphite o
1854,Oil on can
1854,Graphite o
1854,Lithograph
1854,Lithograph
1854,Cliche-ver
1854,Albumen pr
1854,Cliche-ver
1854,Etching on
1854,Hand-color
1854,Salted pap
1855,Salted pap
1855,Salted pap
1855,Salted pap
1855,Lithograph
1855,Etching on
1855,Cliche-ver
1855,Lithograph
1855,Salted pap
1855,Oil on can
1855,Lithograph
1855,Salted pap
1855,Black chal
1855,Salted pap
1855,Salted pap
1855,Pen and br
1855,Ambrotype
1855,Graphite o
1856,Hand-color
1856,Albumen pr
1856,Albumen pr
1856,Oil on pan
1856,Oil on can
1856,Etching in
1856,Albumen pr
1856,Lithograph
1856,Nature pri
1856,Pen and br
1856,Wood engra
1856,Charcoal h
1856,Nature pri
1856,Albumen pr
1856,Etching
1856,Etching on
1856,Oil on aca
1856,Graphite
1857,Oil on can
1857,Oil on on 
1857,Oil on can
1857,Etching
1857,Etching
1857,Paper nega
1857,Albumen pr
1857,Albumen pr
1857,Etching on
1857,Albumen pr
1857,Photogravu
1857,Graphite o
1858,Oil on pan
1858,Watercolor
1858,Watercolor
1858,Graphite
1858,Pen and bl
1858,Etching
1858,Etching
1858,Cliche-ver
1858,Cliche-ver
1858,Black chal
1858,Oil on can
1858,Cliche-ver
1858,Oil on can
1858,Salted pap
1858,Etching an
1858,Etching in
1858,Albumen pr
1858,Etching an
1858,Etching
1858,Pen and br
1858,Graphite a
1858,Etching an
1858,Etching
1858,Graphite
1858,Oil on pap
1858,Etching
1858,Lithograph
1858,Watercolor
1858,Etching
1859,Etching
1859,Cliche-ver
1859,Etching
1859,Lithograph
1859,Albumen pr
1859,Etching
1859,Wood engra
1859,Drypoint i
1859,Albumen pr
1859,Paper nega
1859,Graphite o
1859,Etching
1859,Etching
1859,Pen and br
1859,Etching
1859,Albumen pr
1859,Etching
1859,Etching an
1859,Etching
1859,Lithograph
1859,Drypoint
1859,Etching on
1859,Pen and br
1859,Oil on can
1859,Etching
1859,Watercolor
1859,Graphite o
1859,Drypoint
1859,Graphite o
1859,Etching
1859,Albumen pr
1859,Etching an
1860,Black chal
1860,Graphite w
1860,Oil on can
1860,Etching
1860,Pen and br
1860,Oil on can
1860,Graphite o
1860,Pen and br
1860,Watercolor
1860,Albumen pr
1860,Pen and bl
1860,Etching
1860,Etching
1860,Etching wi
1860,Cliche-ver
1860,Etching
1860,Etching
1860,Salted pap
1860,Etching
1860,Albumen pr
1860,Albumen pr
1860,Etching to
1860,Albumen pr
1860,Graphite w
1860,Etching an
1860,Graphite a
1860,Albumen pr
1860,Watercolor
1860,Albumen pr
1860,Cliche-ver
1860,Oil on can
1860,Albumen pr
1860,Etching wi
1861,Complete s
1861,Etching
1861,Etching on
1861,Etching
1861,Etching
1861,Etching on
1861,Etching
1861,Etching an
1861,Oil on car
1861,Oil on car
1861,Etching
1861,Oil on car
1861,Complete p
1861,Etching on
1861,Etching on
1861,Etching
1861,Etching on
1861,Oil on can
1861,Lithograph
1861,Etching on
1861,Albumen pr
1861,Etching on
1861,Etching on
1861,Graphite o
1861,Etching on
1861,Lithograph
1861,Graphite o
1861,Pen and bl
1861,Etching on
1862,Oil on can
1862,Oil on pan
1862,Graphite o
1862,Etching
1862,Graphite o
1862,Albumen pr
1862,Graphite a
1862,Lithograph
1862,Etching an
1862,Etching
1862,Lithograph
1862,Graphite o
1862,Wood engra
1862,Albumen pr
1862,Graphite o
1862,Etching
1862,Lithograph
1862,Watercolor
1862,Etching
1862,Lithograph
1862,Oil on woo
1862,Wood engra
1862,Etching an
1862,Oil on can
1862,Albumen pr
1862,Watercolor
1862,Etching on
1862,Wood engra
1862,Graphite o
1862,Etching
1862,Wood engra
1862,Etching
1862,Etching an
1863,Oil on can
1863,Oil on can
1863,Oil on can
1863,Etching
1863,Etching
1863,Etching an
1863,Wood engra
1863,Etching an
1863,Etching
1863,Albumen pr
1863,Gouache an
1863,Marble
1863,Etching in
1863,Etching
1863,Etching wi
1863,Oil on woo
1863,Wood engra
1863,Etching wi
1863,Etching an
1863,Oil on can
1863,Etching
1863,Brown and 
1863,Etching
1863,Wood engra
1863,Albumen pr
1863,Etching
1863,Albumen pr
1863,Etching in
1864,Oil on can
1864,Oil on can
1864,Albumen pr
1864,Oil on can
1864,Albumen pr
1864,Albumen pr
1864,Oil on can
1864,Etching wi
1864,Etching
1864,Pen and br
1864,Etching wi
1864,Wood engra
1864,Lithograph
1864,Lithograph
1864,Albumen pr
1864,Etching
1864,Lithograph
1864,Wood engra
1864,Albumen pr
1864,Etching an
1864,Graphite o
1864,Wood engra
1864,Albumen pr
1864,Watercolor
1865,Albumen pr
1865,Oil on can
1865,Oil on can
1865,Black cray
1865,Albumen pr
1865,Watercolor
1865,Etching on
1865,Albumen pr
1865,Etching wi
1865,Graphite o
1865,Albumen pr
1865,Watercolor
1865,Oil on can
1865,Etching on
1865,Watercolor
1865,Graphite o
1865,Graphite o
1865,Etching an
1865,Watercolor
1865,Etching an
1865,Gelatin si
1865,Oil on woo
1865,Watercolor
1865,Watercolor
1865,Etching an
1866,Oil on can
1866,Oil on can
1866,Papier-mâc
1866,Lithograph
1866,Lithograph
1866,Lithograph
1866,Lithograph
1866,Etching an
1866,Lithograph
1866,Etching on
1866,Albumen pr
1866,Lithograph
1866,Carbon pri
1866,Etching
1866,Lithograph
1866,Etching
1866,Cliche-ver
1866,Oil on lin
1867,Albumen pr
1867,Oil on can
1867,Oil on can
1867,Oil on can
1867,Lithograph
1867,Lithograph
1867,Oil on can
1867,Albumen pr
1867,Lithograph
1867,Lithograph
1867,Lithograph
1867,Albumen pr
1868,Oil on can
1868,Oil on woo
1868,Etching on
1868,Wood engra
1868,Etching
1868,Wood engra
1868,Wood engra
1868,Albumen pr
1868,Etching
1868,Etching on
1868,Lithograph
1868,Lithograph
1868,Wood engra
1868,Graphite o
1868,Pen and br
1868,Etching wi
1868,Etching on
1868,Pen and br
1868,Etching in
1868,Lithograph
1869,Pen and br
1869,Wood engra
1869,Lithograph
1869,Wood engra
1869,Albumen pr
1869,Lithograph
1869,Black chal
1869,Wood engra
1869,Pen and br
1869,Watercolor
1869,Lithograph
1869,Lithograph
1869,Lithograph
1869,Transfer l
1869,Etching
1869,Etching on
1869,Albumen pr
1870,Oil on can
1870,Oil on can
1870,Albumen pr
1870,Silver pri
1870,Albumen pr
1870,Oil on can
1870,Albumen pr
1870,Salted pap
1870,Gillotype 
1870,Black and 
1870,Pen and ir
1870,Etching
1870,Pen and bl
1870,Wood engra
1870,Woodcut on
1870,Pastel and
1870,Albumen pr
1870,Gillotype 
1870,Oil on can
1870,Wood engra
1870,Gillotype 
1870,Albumen pr
1870,Gillotype 
1870,Oil on can
1870,Albumen pr
1870,Oil on can
1871,Oil on car
1871,Oil on can
1871,Oil on can
1871,Watercolor
1871,Marble
1871,Cliche-ver
1871,Oil on can
1871,Gillotype 
1871,Cliche-ver
1871,Chalk and 
1871,Gillotype 
1871,Gillotype 
1871,Lithograph
1871,Lithograph
1871,Gillotype 
1871,Lithograph
1871,Gillotype 
1871,Graphite w
1871,Cliche-ver
1871,Etching
1871,Cliche-ver
1871,Albumen pr
1871,Gillotype 
1871,Cliche-ver
1871,Black chal
1871,Etching on
1871,Lithograph
1871,Cliche-ver
1871,Albumen pr
1871,Lithograph
1871,Gillotype 
1872,Oil on can
1872,Oil on can
1872,Oil on pap
1872,Oil on can
1872,Oil on can
1872,Oil on can
1872,Oil on can
1872,Gillotype 
1872,Oil on can
1872,Oil on can
1872,Oil on can
1872,Terracotta
1872,Albumen pr
1872,Oil on can
1872,Albumen pr
1872,Gillotype 
1872,Graphite o
1872,Watercolor
1872,Lithograph
1872,Albumen pr
1872,Lithograph
1873,Oil on can
1873,Oil on can
1873,Oil on can
1873,Oil on can
1873,Etching an
1873,Charcoal
1873,Etching an
1873,Drypoint
1873,Etching
1873,Etching on
1873,Black cray
1873,Etching an
1873,Wood engra
